index,dataset,dataset_key,data,model,data_link,model_link,split,part,openfwi_input
29,Style_B,style-b,data30.npy,model30.npy,https://www.googleapis.com/drive/v2/files/1CyMEwPAydy6FbjnrRLsOaIANVbMeGqyl,https://www.googleapis.com/drive/v2/files/1VHhMGpuOzl2LsgwW8gve3UPlTaZoPyz8,train,6,style-b	/kaggle/input/waveform-inversion-6/Style_B/data/data30.npy	/kaggle/input/waveform-inversion-6/Style_B/model/model30.npy
24,CurveFault_A,curvefault-a,seis2_1_24.npy,vel2_1_24.npy,https://www.googleapis.com/drive/v2/files/1PJOQIhFKsnhqijX3i43-3tDUlsniIF2z,https://www.googleapis.com/drive/v2/files/1Yf1_6e5Dc_Pncb9OaQd3Rg8gNGAlx65B,train,7,curvefault-a	/kaggle/input/waveform-inversion-7/CurveFault_A/seis2_1_24.npy	/kaggle/input/waveform-inversion-7/CurveFault_A/vel2_1_24.npy
25,CurveFault_A,curvefault-a,seis2_1_25.npy,vel2_1_25.npy,https://www.googleapis.com/drive/v2/files/1iqksxNI2dPunil6BVRDoAUNLWPK2p7xj,https://www.googleapis.com/drive/v2/files/1ToSWENnRx93smCMJ6OEk7chyUJWs1gar,train,7,curvefault-a	/kaggle/input/waveform-inversion-7/CurveFault_A/seis2_1_25.npy	/kaggle/input/waveform-inversion-7/CurveFault_A/vel2_1_25.npy
26,CurveFault_A,curvefault-a,seis2_1_26.npy,vel2_1_26.npy,https://www.googleapis.com/drive/v2/files/1RrqEwKXIxfnPADEMUSBuAGuZ1-Kh-EhH,https://www.googleapis.com/drive/v2/files/13aNxyRmOJyVK-ytcRWo2YFva7XvTCGyk,train,7,curvefault-a	/kaggle/input/waveform-inversion-7/CurveFault_A/seis2_1_26.npy	/kaggle/input/waveform-inversion-7/CurveFault_A/vel2_1_26.npy
27,CurveFault_A,curvefault-a,seis2_1_27.npy,vel2_1_27.npy,https://www.googleapis.com/drive/v2/files/1gvavnT6zV95CUMFO9bl3v-zogjMMJJa7,https://www.googleapis.com/drive/v2/files/1m-Lz5b1tF5fAnpkdTlXW27bPm4TQNd5c,train,7,curvefault-a	/kaggle/input/waveform-inversion-7/CurveFault_A/seis2_1_27.npy	/kaggle/input/waveform-inversion-7/CurveFault_A/vel2_1_27.npy
24,CurveFault_B,curvefault-b,seis6_1_24.npy,vel6_1_24.npy,https://www.googleapis.com/drive/v2/files/1hKZu7x6_dJxCeDZbCjhP8Q2vfA6oidX5,https://www.googleapis.com/drive/v2/files/11QEyS36qJOd9Bs2uo4gq3KrNh_zf6vzM,train,7,curvefault-b	/kaggle/input/waveform-inversion-7/CurveFault_B/seis6_1_24.npy	/kaggle/input/waveform-inversion-7/CurveFault_B/vel6_1_24.npy
25,CurveFault_B,curvefault-b,seis6_1_25.npy,vel6_1_25.npy,https://www.googleapis.com/drive/v2/files/1tmn43HnGyJ3n5lBuTi90W9Cj0JhZQhoR,https://www.googleapis.com/drive/v2/files/1wKqLAExmoaLELazCc1oZKOsWxGxaFTGU,train,7,curvefault-b	/kaggle/input/waveform-inversion-7/CurveFault_B/seis6_1_25.npy	/kaggle/input/waveform-inversion-7/CurveFault_B/vel6_1_25.npy
26,CurveFault_B,curvefault-b,seis6_1_26.npy,vel6_1_26.npy,https://www.googleapis.com/drive/v2/files/1JwoeB12MXRR56zk1E-SSAJgrRFJGCLzr,https://www.googleapis.com/drive/v2/files/1WlI6fMbBOAv1oJt55N8WgfTaETExZBPW,train,7,curvefault-b	/kaggle/input/waveform-inversion-7/CurveFault_B/seis6_1_26.npy	/kaggle/input/waveform-inversion-7/CurveFault_B/vel6_1_26.npy
27,CurveFault_B,curvefault-b,seis6_1_27.npy,vel6_1_27.npy,https://www.googleapis.com/drive/v2/files/1BUpZ0dwna-7LwoQaOobR--L2W_Dw7eS6,https://www.googleapis.com/drive/v2/files/1Rr9rvaWmcEGiYmGVtHRDYp9Ov-Z1M3Nu,train,7,curvefault-b	/kaggle/input/waveform-inversion-7/CurveFault_B/seis6_1_27.npy	/kaggle/input/waveform-inversion-7/CurveFault_B/vel6_1_27.npy
12,CurveVel_A,curvevel-a,data13.npy,model13.npy,https://www.googleapis.com/drive/v2/files/1gGU0EUUUE2eHIdzka1Tu7ev_DEU2LqVu,https://www.googleapis.com/drive/v2/files/11qUypQxlDh_jGZjqhPyo4teIw-Lrcego,train,7,curvevel-a	/kaggle/input/waveform-inversion-7/CurveVel_A/data/data13.npy	/kaggle/input/waveform-inversion-7/CurveVel_A/model/model13.npy
13,CurveVel_A,curvevel-a,data14.npy,model14.npy,https://www.googleapis.com/drive/v2/files/1a1S5WZ53t8PM7gHx4lQCN2zDfRAyfGS9,https://www.googleapis.com/drive/v2/files/1EDNaYHNlFKpBks78QrpTqJyz-nFTY2jp,train,7,curvevel-a	/kaggle/input/waveform-inversion-7/CurveVel_A/data/data14.npy	/kaggle/input/waveform-inversion-7/CurveVel_A/model/model14.npy
12,CurveVel_B,curvevel-b,data13.npy,model13.npy,https://www.googleapis.com/drive/v2/files/1XO8ldXdbG0MeatC3GL6bEDVvDykIaLeu,https://www.googleapis.com/drive/v2/files/1BBW5KxdflHYwpwWKX_sJTAa3z_hxeu84,train,7,curvevel-b	/kaggle/input/waveform-inversion-7/CurveVel_B/data/data13.npy	/kaggle/input/waveform-inversion-7/CurveVel_B/model/model13.npy
13,CurveVel_B,curvevel-b,data14.npy,model14.npy,https://www.googleapis.com/drive/v2/files/1yxaRJWR5NK2uTTFGwc06MFSrs9dH3EAv,https://www.googleapis.com/drive/v2/files/1LkSwoBXQYNMFseLGIxZILobL1Ex8AmZ8,train,7,curvevel-b	/kaggle/input/waveform-inversion-7/CurveVel_B/data/data14.npy	/kaggle/input/waveform-inversion-7/CurveVel_B/model/model14.npy
24,FlatFault_A,flatfault-a,seis2_1_24.npy,vel2_1_24.npy,https://www.googleapis.com/drive/v2/files/1SyjbRnpRQIgSJ6jG1UuSCgvsXyeUO0ns,https://www.googleapis.com/drive/v2/files/1yfIpobz7p3NS0Kx9MkUhzjGgJkKFGXjN,train,7,flatfault-a	/kaggle/input/waveform-inversion-7/FlatFault_A/seis2_1_24.npy	/kaggle/input/waveform-inversion-7/FlatFault_A/vel2_1_24.npy
25,FlatFault_A,flatfault-a,seis2_1_25.npy,vel2_1_25.npy,https://www.googleapis.com/drive/v2/files/1EcUjQHQ2ixeW0GN7lQ4ogcdn-eEoDLwG,https://www.googleapis.com/drive/v2/files/1Ixe55q0awcRh8OAG96H0-T5E9nc7AcZ5,train,7,flatfault-a	/kaggle/input/waveform-inversion-7/FlatFault_A/seis2_1_25.npy	/kaggle/input/waveform-inversion-7/FlatFault_A/vel2_1_25.npy
26,FlatFault_A,flatfault-a,seis2_1_26.npy,vel2_1_26.npy,https://www.googleapis.com/drive/v2/files/1QAdt05cF35fiuQUHptxR4mI6IMiKy4CH,https://www.googleapis.com/drive/v2/files/1S18A7ctiqMg65Tt0idZwTV3z9E-onUtK,train,7,flatfault-a	/kaggle/input/waveform-inversion-7/FlatFault_A/seis2_1_26.npy	/kaggle/input/waveform-inversion-7/FlatFault_A/vel2_1_26.npy
27,FlatFault_A,flatfault-a,seis2_1_27.npy,vel2_1_27.npy,https://www.googleapis.com/drive/v2/files/1iRK8KSJtNLJ3nuF4M_gZfOkeYvOu8OD9,https://www.googleapis.com/drive/v2/files/1WozX5aqwc3pYsbhgXwEOFQOgNToIFWKx,train,7,flatfault-a	/kaggle/input/waveform-inversion-7/FlatFault_A/seis2_1_27.npy	/kaggle/input/waveform-inversion-7/FlatFault_A/vel2_1_27.npy
24,FlatFault_B,flatfault-b,seis6_1_24.npy,vel6_1_24.npy,https://www.googleapis.com/drive/v2/files/1-RY6MlPWMUNXfIct0c2xCBQWPd7SDJfu,https://www.googleapis.com/drive/v2/files/1qD3mVqlMe5LYPI_g86XxBBMZ4cogxl7T,train,7,flatfault-b	/kaggle/input/waveform-inversion-7/FlatFault_B/seis6_1_24.npy	/kaggle/input/waveform-inversion-7/FlatFault_B/vel6_1_24.npy
25,FlatFault_B,flatfault-b,seis6_1_25.npy,vel6_1_25.npy,https://www.googleapis.com/drive/v2/files/173SAg9Yzc_1cAxrw9pCDac6qC706Uw-y,https://www.googleapis.com/drive/v2/files/19z2ei3eu2yo5Z9iQEY_JzNP950PT6CIg,train,7,flatfault-b	/kaggle/input/waveform-inversion-7/FlatFault_B/seis6_1_25.npy	/kaggle/input/waveform-inversion-7/FlatFault_B/vel6_1_25.npy
26,FlatFault_B,flatfault-b,seis6_1_26.npy,vel6_1_26.npy,https://www.googleapis.com/drive/v2/files/1o_dfX7in60h9JuwiF8faI3WDekCTWPYM,https://www.googleapis.com/drive/v2/files/1k53DtaDZvurFxMj0X2IGDOGKemRipSyj,train,7,flatfault-b	/kaggle/input/waveform-inversion-7/FlatFault_B/seis6_1_26.npy	/kaggle/input/waveform-inversion-7/FlatFault_B/vel6_1_26.npy
27,FlatFault_B,flatfault-b,seis6_1_27.npy,vel6_1_27.npy,https://www.googleapis.com/drive/v2/files/1GBRvfuAuScXqywQfaBqrUwvwNUkoNhbP,https://www.googleapis.com/drive/v2/files/1IV_K7Kg3vfYb_OvS4-gX3q4dDQ7mr-Xj,train,7,flatfault-b	/kaggle/input/waveform-inversion-7/FlatFault_B/seis6_1_27.npy	/kaggle/input/waveform-inversion-7/FlatFault_B/vel6_1_27.npy
12,FlatVel_A,flatvel-a,data13.npy,model13.npy,https://www.googleapis.com/drive/v2/files/1ftgwUg0fJ7mjHlakS-prKfPhMkOq90N_,https://www.googleapis.com/drive/v2/files/1k5T2nv0pSRuvfaSeVzNM5zX9qoZWcQAd,train,7,flatvel-a	/kaggle/input/waveform-inversion-7/FlatVel_A/data/data13.npy	/kaggle/input/waveform-inversion-7/FlatVel_A/model/model13.npy
13,FlatVel_A,flatvel-a,data14.npy,model14.npy,https://www.googleapis.com/drive/v2/files/1CCr54Up6Aa2_nVItwz1HB2cXtLooJ840,https://www.googleapis.com/drive/v2/files/1aPdIuQrF2oYeKKOHodTPwnaUF6Zj0Ofj,train,7,flatvel-a	/kaggle/input/waveform-inversion-7/FlatVel_A/data/data14.npy	/kaggle/input/waveform-inversion-7/FlatVel_A/model/model14.npy
12,FlatVel_B,flatvel-b,data13.npy,model13.npy,https://www.googleapis.com/drive/v2/files/1cBkdMe_9zrue7acAEuQNOZfSrwRqcLLp,https://www.googleapis.com/drive/v2/files/1wiCsd0JxpT2tJkUm05GBVdYMwVR_YnXa,train,7,flatvel-b	/kaggle/input/waveform-inversion-7/FlatVel_B/data/data13.npy	/kaggle/input/waveform-inversion-7/FlatVel_B/model/model13.npy
13,FlatVel_B,flatvel-b,data14.npy,model14.npy,https://www.googleapis.com/drive/v2/files/1o9UR9nSEqtrKvUJSZsvJU8MQYB2rQi_s,https://www.googleapis.com/drive/v2/files/1r_VBkq94RxHkvEbaldHPFXynoT3PYhyi,train,7,flatvel-b	/kaggle/input/waveform-inversion-7/FlatVel_B/data/data14.npy	/kaggle/input/waveform-inversion-7/FlatVel_B/model/model14.npy
30,Style_A,style-a,data31.npy,model31.npy,https://www.googleapis.com/drive/v2/files/1TKZzVlu_GylZEMFiz_yVyx_dq3sQDCMd,https://www.googleapis.com/drive/v2/files/1bDsFPu4JcHFfTf4i5mbbqJAvQ1rvtZ8j,train,7,style-a	/kaggle/input/waveform-inversion-7/Style_A/data/data31.npy	/kaggle/input/waveform-inversion-7/Style_A/model/model31.npy
31,Style_A,style-a,data32.npy,model32.npy,https://www.googleapis.com/drive/v2/files/1RxTyjSaL0w438pfq1NC5f7PFNjnDlqA8,https://www.googleapis.com/drive/v2/files/1aBa9aWkZfVdGR9DUdfstw55L4Wm2hlPJ,train,7,style-a	/kaggle/input/waveform-inversion-7/Style_A/data/data32.npy	/kaggle/input/waveform-inversion-7/Style_A/model/model32.npy
32,Style_A,style-a,data33.npy,model33.npy,https://www.googleapis.com/drive/v2/files/10M5G-CSgnls5Y4IiL-LA8UE0V_-rDkoC,https://www.googleapis.com/drive/v2/files/1gs1XwBk3_a-ySDpSjQsjxeXf-O5MMaFa,train,7,style-a	/kaggle/input/waveform-inversion-7/Style_A/data/data33.npy	/kaggle/input/waveform-inversion-7/Style_A/model/model33.npy
33,Style_A,style-a,data34.npy,model34.npy,https://www.googleapis.com/drive/v2/files/1XsAMy7sbDSiB7Q7Tv3IW7M4kLAjSJz7J,https://www.googleapis.com/drive/v2/files/1TfRK4w1DFdzFnM9NE0-RjCmCIEZJQb6N,train,7,style-a	/kaggle/input/waveform-inversion-7/Style_A/data/data34.npy	/kaggle/input/waveform-inversion-7/Style_A/model/model34.npy
34,Style_A,style-a,data35.npy,model35.npy,https://www.googleapis.com/drive/v2/files/1Iiet8Xbbtp-E9OTukTVei5ydZWxlGomC,https://www.googleapis.com/drive/v2/files/12Wv8QgHEeDNLLGjG2DSuFjhtPzNH9UjG,train,7,style-a	/kaggle/input/waveform-inversion-7/Style_A/data/data35.npy	/kaggle/input/waveform-inversion-7/Style_A/model/model35.npy
30,Style_B,style-b,data31.npy,model31.npy,https://www.googleapis.com/drive/v2/files/16W4K-1Re8oxRn1G4x0qPA-Dy9tkrXBFm,https://www.googleapis.com/drive/v2/files/1n2ArR4fdX8MgIFOsQkKD3gZ7evlPJBLD,train,7,style-b	/kaggle/input/waveform-inversion-7/Style_B/data/data31.npy	/kaggle/input/waveform-inversion-7/Style_B/model/model31.npy
31,Style_B,style-b,data32.npy,model32.npy,https://www.googleapis.com/drive/v2/files/102rd76FFwFW0-2PK9-aD0Guf7SiemmZ2,https://www.googleapis.com/drive/v2/files/1o5m7C1OxNJTUul7ZWjtddl0TQhut0Roj,train,7,style-b	/kaggle/input/waveform-inversion-7/Style_B/data/data32.npy	/kaggle/input/waveform-inversion-7/Style_B/model/model32.npy
32,Style_B,style-b,data33.npy,model33.npy,https://www.googleapis.com/drive/v2/files/1RyewYN0bxZOHWm-7Hyx_XjNtMBKZ8BDK,https://www.googleapis.com/drive/v2/files/1MwkqjJ6pPIJnjBIR_gxG1KK6ufimC_fq,train,7,style-b	/kaggle/input/waveform-inversion-7/Style_B/data/data33.npy	/kaggle/input/waveform-inversion-7/Style_B/model/model33.npy
33,Style_B,style-b,data34.npy,model34.npy,https://www.googleapis.com/drive/v2/files/1zHrhaRZIjGNUiRSFJzria9t-rOX_LJ9l,https://www.googleapis.com/drive/v2/files/12d5sPQ1pJlQ9qSBh9Dw0hKSJsOyS7y8m,train,7,style-b	/kaggle/input/waveform-inversion-7/Style_B/data/data34.npy	/kaggle/input/waveform-inversion-7/Style_B/model/model34.npy
34,Style_B,style-b,data35.npy,model35.npy,https://www.googleapis.com/drive/v2/files/1fe2vD9HL78BHdwyia_5MstfyJSFJ92Pj,https://www.googleapis.com/drive/v2/files/17aYFiyOwQNVMAtJYosaCLz6PXINAezPR,train,7,style-b	/kaggle/input/waveform-inversion-7/Style_B/data/data35.npy	/kaggle/input/waveform-inversion-7/Style_B/model/model35.npy
28,CurveFault_A,curvefault-a,seis2_1_28.npy,vel2_1_28.npy,https://www.googleapis.com/drive/v2/files/1FVj-uAD0BBgXoyMIuGH1vjRDJOciDTlN,https://www.googleapis.com/drive/v2/files/1xPv0G6kqyC42BbbGkUCaskE5QRwLVy-D,train,8,curvefault-a	/kaggle/input/waveform-inversion-8/CurveFault_A/seis2_1_28.npy	/kaggle/input/waveform-inversion-8/CurveFault_A/vel2_1_28.npy
29,CurveFault_A,curvefault-a,seis2_1_29.npy,vel2_1_29.npy,https://www.googleapis.com/drive/v2/files/1V0Y0Tzy-i99tBliziwLKPuaCVJ8LWQw1,https://www.googleapis.com/drive/v2/files/1dsgnB1r1Xbc2-zdz5Gecsj0C0ifz808j,train,8,curvefault-a	/kaggle/input/waveform-inversion-8/CurveFault_A/seis2_1_29.npy	/kaggle/input/waveform-inversion-8/CurveFault_A/vel2_1_29.npy
30,CurveFault_A,curvefault-a,seis2_1_30.npy,vel2_1_30.npy,https://www.googleapis.com/drive/v2/files/1x7ciYQTVowdTQgEcNusburCRghehWzXg,https://www.googleapis.com/drive/v2/files/1pw0vghYujegD1LpNe-TgJozaiCoG1ukI,train,8,curvefault-a	/kaggle/input/waveform-inversion-8/CurveFault_A/seis2_1_30.npy	/kaggle/input/waveform-inversion-8/CurveFault_A/vel2_1_30.npy
31,CurveFault_A,curvefault-a,seis2_1_31.npy,vel2_1_31.npy,https://www.googleapis.com/drive/v2/files/1wZxXEpq78L8mc-pxa8lhG0Q6W5V7oI-p,https://www.googleapis.com/drive/v2/files/1wMbPt8PdZmmkwk0pq9cIJwPapo3yXJ1Z,train,8,curvefault-a	/kaggle/input/waveform-inversion-8/CurveFault_A/seis2_1_31.npy	/kaggle/input/waveform-inversion-8/CurveFault_A/vel2_1_31.npy
28,CurveFault_B,curvefault-b,seis6_1_28.npy,vel6_1_28.npy,https://www.googleapis.com/drive/v2/files/1sR6i1dhwiTs1qveQcuZ4Gr9yCFwju_8W,https://www.googleapis.com/drive/v2/files/1kJlFPgS75h9crOnt7-ZcV-iHXx7_5Dmg,train,8,curvefault-b	/kaggle/input/waveform-inversion-8/CurveFault_B/seis6_1_28.npy	/kaggle/input/waveform-inversion-8/CurveFault_B/vel6_1_28.npy
29,CurveFault_B,curvefault-b,seis6_1_29.npy,vel6_1_29.npy,https://www.googleapis.com/drive/v2/files/17aqp7FGM9NfAcrSgcOX2gB3BkQuSu-Re,https://www.googleapis.com/drive/v2/files/1979D8PEKviRZqZOdiWjef01YPA1uZbrn,train,8,curvefault-b	/kaggle/input/waveform-inversion-8/CurveFault_B/seis6_1_29.npy	/kaggle/input/waveform-inversion-8/CurveFault_B/vel6_1_29.npy
30,CurveFault_B,curvefault-b,seis6_1_30.npy,vel6_1_30.npy,https://www.googleapis.com/drive/v2/files/1pi8zNesX4mfVV6V1rm2oJvTHFgC8Beme,https://www.googleapis.com/drive/v2/files/1XOeBWsxNADUx8LZ74cImi_lmv5N04EsY,train,8,curvefault-b	/kaggle/input/waveform-inversion-8/CurveFault_B/seis6_1_30.npy	/kaggle/input/waveform-inversion-8/CurveFault_B/vel6_1_30.npy
31,CurveFault_B,curvefault-b,seis6_1_31.npy,vel6_1_31.npy,https://www.googleapis.com/drive/v2/files/10yEiYruaH_x56tRYln1JfEZa8To47J33,https://www.googleapis.com/drive/v2/files/1cihvDdJLnp112wO0zecR-VkYEsOXx_cg,train,8,curvefault-b	/kaggle/input/waveform-inversion-8/CurveFault_B/seis6_1_31.npy	/kaggle/input/waveform-inversion-8/CurveFault_B/vel6_1_31.npy
14,CurveVel_A,curvevel-a,data15.npy,model15.npy,https://www.googleapis.com/drive/v2/files/1XuO5ivpDn2-8QzPXp-r0Y_M_K-m2ziRx,https://www.googleapis.com/drive/v2/files/1FA0aHVJQ3mbhiFOUhgJiePNiZ4kxflN7,train,8,curvevel-a	/kaggle/input/waveform-inversion-8/CurveVel_A/data/data15.npy	/kaggle/input/waveform-inversion-8/CurveVel_A/model/model15.npy
15,CurveVel_A,curvevel-a,data16.npy,model16.npy,https://www.googleapis.com/drive/v2/files/1bgphgToOZgHIZllwKsO9CFiryKmU-gPQ,https://www.googleapis.com/drive/v2/files/1RMcdTUcwHjw3JI4-ftQqgFwdq36HH1ez,train,8,curvevel-a	/kaggle/input/waveform-inversion-8/CurveVel_A/data/data16.npy	/kaggle/input/waveform-inversion-8/CurveVel_A/model/model16.npy
14,CurveVel_B,curvevel-b,data15.npy,model15.npy,https://www.googleapis.com/drive/v2/files/1OTPQ8HZVFFYKC7Y9SSgRnAbluNNum6af,https://www.googleapis.com/drive/v2/files/1fVxl7veFWgXQ6dkQH3bovr9htv_nlnqN,train,8,curvevel-b	/kaggle/input/waveform-inversion-8/CurveVel_B/data/data15.npy	/kaggle/input/waveform-inversion-8/CurveVel_B/model/model15.npy
15,CurveVel_B,curvevel-b,data16.npy,model16.npy,https://www.googleapis.com/drive/v2/files/1tTuQf7AYk3JrOo5T0AFyo8lRBNl_nOwO,https://www.googleapis.com/drive/v2/files/1LSC9IKo9PfHd9rY_gtYJ_XLKG6Ki1ubq,train,8,curvevel-b	/kaggle/input/waveform-inversion-8/CurveVel_B/data/data16.npy	/kaggle/input/waveform-inversion-8/CurveVel_B/model/model16.npy
28,FlatFault_A,flatfault-a,seis2_1_28.npy,vel2_1_28.npy,https://www.googleapis.com/drive/v2/files/1wYyqC0dmHPwVNJUsgMa-NQuBkJuHe4Iu,https://www.googleapis.com/drive/v2/files/1vr-G1SE6EOnw8-V2YjR3Xd1mXERlbQTV,train,8,flatfault-a	/kaggle/input/waveform-inversion-8/FlatFault_A/seis2_1_28.npy	/kaggle/input/waveform-inversion-8/FlatFault_A/vel2_1_28.npy
29,FlatFault_A,flatfault-a,seis2_1_29.npy,vel2_1_29.npy,https://www.googleapis.com/drive/v2/files/10hlNVI_S9YvJf1dPy3IsJqk_Bee9K8B0,https://www.googleapis.com/drive/v2/files/1VPb9aBv2utZ1jTHnC34wC2BFhw2LVRwO,train,8,flatfault-a	/kaggle/input/waveform-inversion-8/FlatFault_A/seis2_1_29.npy	/kaggle/input/waveform-inversion-8/FlatFault_A/vel2_1_29.npy
30,FlatFault_A,flatfault-a,seis2_1_30.npy,vel2_1_30.npy,https://www.googleapis.com/drive/v2/files/1ECmBRtkmPmHvXoCv0hqti1ZYXmwBFBV1,https://www.googleapis.com/drive/v2/files/1meqtq9pUj8wQysk_LZSKlhtVh48iQZ1Q,train,8,flatfault-a	/kaggle/input/waveform-inversion-8/FlatFault_A/seis2_1_30.npy	/kaggle/input/waveform-inversion-8/FlatFault_A/vel2_1_30.npy
31,FlatFault_A,flatfault-a,seis2_1_31.npy,vel2_1_31.npy,https://www.googleapis.com/drive/v2/files/1R5y6ICmwACAW9iArK9_VkZmqgDXUP2RB,https://www.googleapis.com/drive/v2/files/1uCg68isDEINSIcSMW7dIIfjog3vPAPzT,train,8,flatfault-a	/kaggle/input/waveform-inversion-8/FlatFault_A/seis2_1_31.npy	/kaggle/input/waveform-inversion-8/FlatFault_A/vel2_1_31.npy
28,FlatFault_B,flatfault-b,seis6_1_28.npy,vel6_1_28.npy,https://www.googleapis.com/drive/v2/files/1lgWsHkqDYdg3f0thTW5iHJa--atYbYRJ,https://www.googleapis.com/drive/v2/files/1AiP4XS5TRjhpeqROSDONJrcXAI5-sMYh,train,8,flatfault-b	/kaggle/input/waveform-inversion-8/FlatFault_B/seis6_1_28.npy	/kaggle/input/waveform-inversion-8/FlatFault_B/vel6_1_28.npy
29,FlatFault_B,flatfault-b,seis6_1_29.npy,vel6_1_29.npy,https://www.googleapis.com/drive/v2/files/1e7VN2kldd9Xi8J3TtUV2to5k9LiOYGF2,https://www.googleapis.com/drive/v2/files/1P9zTTG7EolXJT0hLi_ZY3b3SmosbZS0o,train,8,flatfault-b	/kaggle/input/waveform-inversion-8/FlatFault_B/seis6_1_29.npy	/kaggle/input/waveform-inversion-8/FlatFault_B/vel6_1_29.npy
30,FlatFault_B,flatfault-b,seis6_1_30.npy,vel6_1_30.npy,https://www.googleapis.com/drive/v2/files/1HGww9VEiGeyDwd9WCAhsv8ist_Si0g8n,https://www.googleapis.com/drive/v2/files/1j6jrYsz7OkomYEquuFUlxMjZEk9frC4p,train,8,flatfault-b	/kaggle/input/waveform-inversion-8/FlatFault_B/seis6_1_30.npy	/kaggle/input/waveform-inversion-8/FlatFault_B/vel6_1_30.npy
31,FlatFault_B,flatfault-b,seis6_1_31.npy,vel6_1_31.npy,https://www.googleapis.com/drive/v2/files/1ksJsNG1c2E1kQ5F07A1Cwy7CdoO00KEF,https://www.googleapis.com/drive/v2/files/1yfTXAEACdDwQoz8gC7Yi2Z_ZdP3aucW3,train,8,flatfault-b	/kaggle/input/waveform-inversion-8/FlatFault_B/seis6_1_31.npy	/kaggle/input/waveform-inversion-8/FlatFault_B/vel6_1_31.npy
14,FlatVel_A,flatvel-a,data15.npy,model15.npy,https://www.googleapis.com/drive/v2/files/1zN63W16MxOJCCap28jzFrxMIrMobFkb3,https://www.googleapis.com/drive/v2/files/1mtDoopHdQRkAFfg6I5HcZAsZwvhYKD0r,train,8,flatvel-a	/kaggle/input/waveform-inversion-8/FlatVel_A/data/data15.npy	/kaggle/input/waveform-inversion-8/FlatVel_A/model/model15.npy
15,FlatVel_A,flatvel-a,data16.npy,model16.npy,https://www.googleapis.com/drive/v2/files/1cEgKGSMqPT38OL7GgB7acUQLAppWF1kS,https://www.googleapis.com/drive/v2/files/1Sgjb-1Lck1_7cWaxvXaC7lAF4DfVZtta,train,8,flatvel-a	/kaggle/input/waveform-inversion-8/FlatVel_A/data/data16.npy	/kaggle/input/waveform-inversion-8/FlatVel_A/model/model16.npy
14,FlatVel_B,flatvel-b,data15.npy,model15.npy,https://www.googleapis.com/drive/v2/files/1GBWjZxvzhDXtV6ke0a5UBdrSsrZnCVs4,https://www.googleapis.com/drive/v2/files/1zpEt6h_kTkR3tZplqI9UI_YLzaacjQnk,train,8,flatvel-b	/kaggle/input/waveform-inversion-8/FlatVel_B/data/data15.npy	/kaggle/input/waveform-inversion-8/FlatVel_B/model/model15.npy
15,FlatVel_B,flatvel-b,data16.npy,model16.npy,https://www.googleapis.com/drive/v2/files/1yfCHy3LQ0TzPUKZK1C9KK-GIZfWSK1rS,https://www.googleapis.com/drive/v2/files/1PSy6zurn-qe5jxMHMNLyfyO2-J746pp8,train,8,flatvel-b	/kaggle/input/waveform-inversion-8/FlatVel_B/data/data16.npy	/kaggle/input/waveform-inversion-8/FlatVel_B/model/model16.npy
35,Style_A,style-a,data36.npy,model36.npy,https://www.googleapis.com/drive/v2/files/1kqFVFZ7POLkHKwjIrR-XONzn3Z45G9P9,https://www.googleapis.com/drive/v2/files/1R3TYCjGRvQeDKb9KPj8BzrAp4KFmwer0,train,8,style-a	/kaggle/input/waveform-inversion-8/Style_A/data/data36.npy	/kaggle/input/waveform-inversion-8/Style_A/model/model36.npy
36,Style_A,style-a,data37.npy,model37.npy,https://www.googleapis.com/drive/v2/files/1ZovF_EyGlNr0B5JKA5zs8SQDsngFDSZO,https://www.googleapis.com/drive/v2/files/1dWDs88_u33Rmf4QQ6S683X43AWXm_VlL,train,8,style-a	/kaggle/input/waveform-inversion-8/Style_A/data/data37.npy	/kaggle/input/waveform-inversion-8/Style_A/model/model37.npy
37,Style_A,style-a,data38.npy,model38.npy,https://www.googleapis.com/drive/v2/files/1vLKMXnPBcs_dFRWClZq-zEl0rJqbHPRv,https://www.googleapis.com/drive/v2/files/1qkLH4j6AUNdc_G3B7fV8_gGl7jo__d7I,train,8,style-a	/kaggle/input/waveform-inversion-8/Style_A/data/data38.npy	/kaggle/input/waveform-inversion-8/Style_A/model/model38.npy
38,Style_A,style-a,data39.npy,model39.npy,https://www.googleapis.com/drive/v2/files/1q4CkUEu-taRH1yOuObEROQG9byBPubeV,https://www.googleapis.com/drive/v2/files/1yiJ004KmA5oZ5_C6GCbXiUngh8wv55wu,train,8,style-a	/kaggle/input/waveform-inversion-8/Style_A/data/data39.npy	/kaggle/input/waveform-inversion-8/Style_A/model/model39.npy
39,Style_A,style-a,data40.npy,model40.npy,https://www.googleapis.com/drive/v2/files/1_XzEOvfT7Ea98gk0DaZp0l7UH1gRIvPX,https://www.googleapis.com/drive/v2/files/1pYAtpPGkECkNYo28GDI-SJYihBzgUnKj,train,8,style-a	/kaggle/input/waveform-inversion-8/Style_A/data/data40.npy	/kaggle/input/waveform-inversion-8/Style_A/model/model40.npy
